ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Problematic,Other_Form,Variant_ID
bumb1241-1-1-1,,bumb1241-1,1,tihɪtene,tihɪtene,[],"I, II; (lit. one thing)",['chan2019'],,False,False,,1
bumb1241-1-2-1,,bumb1241-1,2,mbɔhɪtɔm,mbɔhɪtɔm,[],"I, II; (lit. two things)",['chan2019'],,False,False,,1
bumb1241-1-3-1,,bumb1241-1,3,wenihɪtɔm,wenihɪtɔm,[],"I, II; (lit. three things)",['chan2019'],,False,False,,1
bumb1241-1-4-1,,bumb1241-1,4,mbɔmbɔhɪtɔm,mbɔmbɔhɪtɔm,[],"I, II; (lit. four things)",['chan2019'],,False,False,,1
bumb1241-1-5-1,,bumb1241-1,5,sɔmbrɔp iʔirine,sɔmbrɔp iʔirine,[],I; (lit. one palm),['chan2019'],,False,False,,1
bumb1241-1-5-2,,bumb1241-1,5,reŋger iʔirine,reŋger iʔirine,[],II; (lit. one hand),['chan2019'],,False,False,,1
bumb1241-1-6-1,,bumb1241-1,6,sɔmbrɔp iʔirine tihɪtene,sɔmbrɔp iʔirine tihɪtene,[],I; (5+1),['chan2019'],,False,False,,1
bumb1241-1-6-2,,bumb1241-1,6,reŋger iʔirine tihɪtene,reŋger iʔirine tihɪtene,[],II; (5+1),['chan2019'],,False,False,,1
bumb1241-1-6-3,,bumb1241-1,6,mbɔmbɔhɪtɔm mbɔhɪtɔm,mbɔmbɔhɪtɔm mbɔhɪtɔm,[],II; (4+2),['chan2019'],,False,False,,1
bumb1241-1-6-4,,bumb1241-1,6,wenihɪtɔm wenihɪtɔm,wenihɪtɔm wenihɪtɔm,[],II; (3+3),['chan2019'],,False,False,,1
bumb1241-1-7-1,,bumb1241-1,7,sɔmbrɔp iʔirine mbɔhɪtɔm,sɔmbrɔp iʔirine mbɔhɪtɔm,[],I; (5+2),['chan2019'],,False,False,,1
bumb1241-1-7-2,,bumb1241-1,7,reŋger iʔirine mbɔhɪtɔm,reŋger iʔirine mbɔhɪtɔm,[],II; (5+2),['chan2019'],,False,False,,1
bumb1241-1-7-3,,bumb1241-1,7,mbɔmbɔhɪtɔm wenihɪtɔm,mbɔmbɔhɪtɔm wenihɪtɔm,[],II; (4+3),['chan2019'],,False,False,,1
bumb1241-1-7-4,,bumb1241-1,7,wenihɪtɔm wenihɪtɔm tihɪtene,wenihɪtɔm wenihɪtɔm tihɪtene,[],II; (3+3+1),['chan2019'],,False,False,,1
bumb1241-1-8-1,,bumb1241-1,8,sɔmbrɔp iʔirine wenihɪtɔm,sɔmbrɔp iʔirine wenihɪtɔm,[],I; (5+3),['chan2019'],,False,False,,1
bumb1241-1-8-2,,bumb1241-1,8,reŋger iʔirine wenihɪtɔm,reŋger iʔirine wenihɪtɔm,[],II; (5+3),['chan2019'],,False,False,,1
bumb1241-1-8-3,,bumb1241-1,8,mbɔmbɔhɪtɔm mbɔmbɔhɪtɔm,mbɔmbɔhɪtɔm mbɔmbɔhɪtɔm,[],II; (4+4),['chan2019'],,False,False,,1
bumb1241-1-8-4,,bumb1241-1,8,wenihɪtɔm wenihɪtɔm mbɔhɪtɔm,wenihɪtɔm wenihɪtɔm mbɔhɪtɔm,[],II; (3+3+2),['chan2019'],,False,False,,1
bumb1241-1-9-1,,bumb1241-1,9,sɔmbrɔp iʔirine mbɔmbɔhɪtɔm,sɔmbrɔp iʔirine mbɔmbɔhɪtɔm,[],I; (5+4),['chan2019'],,False,False,,1
bumb1241-1-9-2,,bumb1241-1,9,reŋger iʔirine mbɔmbɔhɪtɔm,reŋger iʔirine mbɔmbɔhɪtɔm,[],II; (5+4),['chan2019'],,False,False,,1
bumb1241-1-9-3,,bumb1241-1,9,mbɔmbɔhɪtɔm mbɔmbɔhɪtɔm tihɪtene,mbɔmbɔhɪtɔm mbɔmbɔhɪtɔm tihɪtene,[],II; (4+4+1),['chan2019'],,False,False,,1
bumb1241-1-9-4,,bumb1241-1,9,wenihɪtɔm wenihɪtɔm wenihɪtɔm,wenihɪtɔm wenihɪtɔm wenihɪtɔm,[],II; (3+3+3),['chan2019'],,False,False,,1
bumb1241-1-10-1,,bumb1241-1,10,sɔmbrɔp iʔirine sɔmbrɔp iʔirine,sɔmbrɔp iʔirine sɔmbrɔp iʔirine,[],I; (5+5),['chan2019'],,False,False,,1
bumb1241-1-10-2,,bumb1241-1,10,sɔmbres mbɔhɪtɔm,sɔmbres mbɔhɪtɔm,[],II; (2 palms),['chan2019'],,False,False,,1
bumb1241-1-10-3,,bumb1241-1,10,reŋger iʔirine reŋger iʔirine,reŋger iʔirine reŋger iʔirine,[],II; (5+5),['chan2019'],,False,False,,1
bumb1241-1-10-4,,bumb1241-1,10,mbɔmbɔhɪtɔm mbɔmbɔhɪtɔm mbɔhɪtɔm,mbɔmbɔhɪtɔm mbɔmbɔhɪtɔm mbɔhɪtɔm,[],II; (4+4+2),['chan2019'],,False,False,,1
bumb1241-1-10-5,,bumb1241-1,10,mbɔmbɔhɪtɔm wenihɪtɔm wenihɪtɔm,mbɔmbɔhɪtɔm wenihɪtɔm wenihɪtɔm,[],II; (4+3+3),['chan2019'],,False,False,,1
bumb1241-1-11-1,,bumb1241-1,11,sɔmbrɔp iʔirine sɔmbrɔp iʔirine tihɪtene,sɔmbrɔp iʔirine sɔmbrɔp iʔirine tihɪtene,[],I; (5+5+1),['chan2019'],,False,False,,1
bumb1241-1-11-2,,bumb1241-1,11,reŋger iʔirine reŋger iʔirine tihɪtene,reŋger iʔirine reŋger iʔirine tihɪtene,[],II; (5+5+1),['chan2019'],,False,False,,1
bumb1241-1-11-3,,bumb1241-1,11,reŋger iʔirine mbɔmbɔhɪtɔm mbɔhɪtɔm,reŋger iʔirine mbɔmbɔhɪtɔm mbɔhɪtɔm,[],II; (5+4+2),['chan2019'],,False,False,,1
bumb1241-1-11-4,,bumb1241-1,11,mbɔmbɔhɪtɔm mbɔmbɔhɪtɔm wenihɪtɔm,mbɔmbɔhɪtɔm mbɔmbɔhɪtɔm wenihɪtɔm,[],II; (4+4+3),['chan2019'],,False,False,,1
bumb1241-1-12-1,,bumb1241-1,12,sɔmbrɔp iʔirine sɔmbrɔp iʔirine mbɔhɪtɔm,sɔmbrɔp iʔirine sɔmbrɔp iʔirine mbɔhɪtɔm,[],I; (5+5+2),['chan2019'],,False,False,,1
bumb1241-1-12-2,,bumb1241-1,12,reŋger iʔirine reŋger iʔirine mbɔhɪtɔm,reŋger iʔirine reŋger iʔirine mbɔhɪtɔm,[],II; (5+5+2),['chan2019'],,False,False,,1
bumb1241-1-12-3,,bumb1241-1,12,reŋger iʔirine mbɔmbɔhɪtɔm wenihɪtɔm,reŋger iʔirine mbɔmbɔhɪtɔm wenihɪtɔm,[],II; (5+4+3),['chan2019'],,False,False,,1
bumb1241-1-12-4,,bumb1241-1,12,mbɔmbɔhɪtɔm mbɔmbɔhɪtɔm mbɔmbɔhɪtɔm,mbɔmbɔhɪtɔm mbɔmbɔhɪtɔm mbɔmbɔhɪtɔm,[],II; (4+4+4),['chan2019'],,False,False,,1
bumb1241-1-13-1,,bumb1241-1,13,sɔmbrɔp iʔirine sɔmbrɔp iʔirine wenihɪtɔm,sɔmbrɔp iʔirine sɔmbrɔp iʔirine wenihɪtɔm,[],I; (5+5+3),['chan2019'],,False,False,,1
bumb1241-1-13-2,,bumb1241-1,13,reŋger iʔirine reŋger iʔirine wenihɪtɔm,reŋger iʔirine reŋger iʔirine wenihɪtɔm,[],II; (5+5+3),['chan2019'],,False,False,,1
bumb1241-1-13-3,,bumb1241-1,13,reŋger iʔirine mbɔmbɔhɪtɔm mbɔmbɔhɪtɔm,reŋger iʔirine mbɔmbɔhɪtɔm mbɔmbɔhɪtɔm,[],II; (5+4+4),['chan2019'],,False,False,,1
bumb1241-1-14-1,,bumb1241-1,14,sɔmbrɔp iʔirine sɔmbrɔp iʔirine mbɔmbɔhɪtɔm,sɔmbrɔp iʔirine sɔmbrɔp iʔirine mbɔmbɔhɪtɔm,[],I; (5+5+4),['chan2019'],,False,False,,1
bumb1241-1-14-2,,bumb1241-1,14,reŋger iʔirine reŋger iʔirine mbɔmbɔhɪtɔm,reŋger iʔirine reŋger iʔirine mbɔmbɔhɪtɔm,[],II; (5+5+4),['chan2019'],,False,False,,1
bumb1241-1-15-1,,bumb1241-1,15,sɔmbrɔp iʔirine sɔmbrɔp iʔirine sɔmbrɔp iʔirine,sɔmbrɔp iʔirine sɔmbrɔp iʔirine sɔmbrɔp iʔirine,[],I; (5+5+5),['chan2019'],,False,False,,1
bumb1241-1-15-2,,bumb1241-1,15,sɔmbres wenihɪtɔm,sɔmbres wenihɪtɔm,[],II; (3 palms),['chan2019'],,False,False,,1
bumb1241-1-15-3,,bumb1241-1,15,reŋger iʔirine reŋger iʔirine reŋger iʔirine,reŋger iʔirine reŋger iʔirine reŋger iʔirine,[],II; (5+5+5),['chan2019'],,False,False,,1
bumb1241-1-16-1,,bumb1241-1,16,sɔmbrɔp iʔirine sɔmbrɔp iʔirine sɔmbrɔp iʔirine tihɪtene,sɔmbrɔp iʔirine sɔmbrɔp iʔirine sɔmbrɔp iʔirine tihɪtene,[],I; (5+5+5+1),['chan2019'],,False,False,,1
bumb1241-1-16-2,,bumb1241-1,16,reŋger iʔirine reŋger iʔirine reŋger iʔirine tihɪtene,reŋger iʔirine reŋger iʔirine reŋger iʔirine tihɪtene,[],II; (5+5+5+1),['chan2019'],,False,False,,1
bumb1241-1-17-1,,bumb1241-1,17,sɔmbrɔp iʔirine sɔmbrɔp iʔirine sɔmbrɔp iʔirine mbɔhɪtɔm,sɔmbrɔp iʔirine sɔmbrɔp iʔirine sɔmbrɔp iʔirine mbɔhɪtɔm,[],I; (5+5+5+2),['chan2019'],,False,False,,1
bumb1241-1-17-2,,bumb1241-1,17,reŋger iʔirine reŋger iʔirine reŋger iʔirine mbɔhɪtɔm,reŋger iʔirine reŋger iʔirine reŋger iʔirine mbɔhɪtɔm,[],II; (5+5+5+2),['chan2019'],,False,False,,1
bumb1241-1-18-1,,bumb1241-1,18,sɔmbrɔp iʔirine sɔmbrɔp iʔirine sɔmbrɔp iʔirine wenihɪtɔm,sɔmbrɔp iʔirine sɔmbrɔp iʔirine sɔmbrɔp iʔirine wenihɪtɔm,[],I; (5+5+5+3),['chan2019'],,False,False,,1
bumb1241-1-18-2,,bumb1241-1,18,reŋger iʔirine reŋger iʔirine reŋger iʔirine wenihɪtɔm,reŋger iʔirine reŋger iʔirine reŋger iʔirine wenihɪtɔm,[],II; (5+5+5+3),['chan2019'],,False,False,,1
bumb1241-1-19-1,,bumb1241-1,19,sɔmbrɔp iʔirine sɔmbrɔp iʔirine sɔmbrɔp iʔirine mbɔmbɔhɪtɔm,sɔmbrɔp iʔirine sɔmbrɔp iʔirine sɔmbrɔp iʔirine mbɔmbɔhɪtɔm,[],I; (5+5+5+4),['chan2019'],,False,False,,1
bumb1241-1-19-2,,bumb1241-1,19,reŋger iʔirine reŋger iʔirine reŋger iʔirine mbɔmbɔhɪtɔm,reŋger iʔirine reŋger iʔirine reŋger iʔirine mbɔmbɔhɪtɔm,[],II; (5+5+5+4),['chan2019'],,False,False,,1
bumb1241-1-20-1,,bumb1241-1,20,sɔmbrɔp iʔirine sɔmbrɔp iʔirine sɔmbrɔp iʔirine sɔmbrɔp iʔirine,sɔmbrɔp iʔirine sɔmbrɔp iʔirine sɔmbrɔp iʔirine sɔmbrɔp iʔirine,[],I; (5+5+5+5),['chan2019'],,False,False,,1
bumb1241-1-20-2,,bumb1241-1,20,sɔmbres mbɔmbɔhɪtɔm,sɔmbres mbɔmbɔhɪtɔm,[],II; (4 palms),['chan2019'],,False,False,,1
bumb1241-1-20-3,,bumb1241-1,20,reŋger iʔirine reŋger iʔirine reŋger iʔirine reŋger iʔirine,reŋger iʔirine reŋger iʔirine reŋger iʔirine reŋger iʔirine,[],II; (5+5+5+5),['chan2019'],,False,False,,1
