"","ID","Local_ID","Language_ID","Parameter_ID","Value","Form","Segments","Comment","Source","Cognacy","Loan","Graphemes","Profile","Problematic","Other_Form","Variant_ID"
"29","aher1237-1-29-1",NA,"aher1237-1",29,"iruvəjt̪ommid̪i","iruvəjt̪ommid̪i",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"30","aher1237-1-30-1",NA,"aher1237-1",30,"mupːəj","mupːəj",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"31","aher1237-1-40-1",NA,"aher1237-1",40,"nəlpɛj","nəlpɛj",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"32","aher1237-1-50-1",NA,"aher1237-1",50,"jaːvɛj","jaːvɛj",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"33","aher1237-1-60-1",NA,"aher1237-1",60,"aruvɛj","aruvɛj",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"34","aher1237-1-70-1",NA,"aher1237-1",70,"ɖəbːəj","ɖəbːəj",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"35","aher1237-1-80-1",NA,"aher1237-1",80,"ɛnbəj","ɛnbəj",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"36","aher1237-1-90-1",NA,"aher1237-1",90,"t̪ombəj","t̪ombəj",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"37","aher1237-1-100-1",NA,"aher1237-1",100,"nuːru","nuːru",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"38","aher1237-1-200-1",NA,"aher1237-1",200,"rɛɳɖunuhuku","rɛɳɖunuhuku",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"39","aher1237-1-400-1",NA,"aher1237-1",400,"naːluŋnuhuku","naːluŋnuhuku",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"40","aher1237-1-800-1",NA,"aher1237-1",800,"ɛnmid̪inuhuku","ɛnmid̪inuhuku",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"41","aher1237-1-1000-1",NA,"aher1237-1",1000,"vɛj","vɛj",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"42","aher1237-1-2000-1",NA,"aher1237-1",2000,"rɛɳɖuvɛjku","rɛɳɖuvɛjku",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"43","aluk1238-1-1-1",NA,"aluk1238-1",1,"ondu","ondu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"44","aluk1238-1-2-1",NA,"aluk1238-1",2,"raːɖu","raːɖu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"45","aluk1238-1-3-1",NA,"aluk1238-1",3,"muːru","muːru",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"46","aluk1238-1-4-1",NA,"aluk1238-1",4,"naːku","naːku",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"47","aluk1238-1-5-1",NA,"aluk1238-1",5,"ayidu","ayidu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"48","aluk1238-1-6-1",NA,"aluk1238-1",6,"aːru","aːru",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"49","aluk1238-1-7-1",NA,"aluk1238-1",7,"ëːɭu","ëːɭu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"50","aluk1238-1-8-1",NA,"aluk1238-1",8,"ëʈʈu","ëʈʈu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"51","aluk1238-1-9-1",NA,"aluk1238-1",9,"ombattu","ombattu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"52","aluk1238-1-10-1",NA,"aluk1238-1",10,"attu","attu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"53","aluk1238-1-11-1",NA,"aluk1238-1",11,"annondu","annondu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"54","aluk1238-1-12-1",NA,"aluk1238-1",12,"anneraːɖu","anneraːɖu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"55","aluk1238-1-13-1",NA,"aluk1238-1",13,"adimuːru","adimuːru",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"56","aluk1238-1-14-1",NA,"aluk1238-1",14,"adanaːku","adanaːku",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"57","aluk1238-1-15-1",NA,"aluk1238-1",15,"adiniːdu","adiniːdu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"58","aluk1238-1-16-1",NA,"aluk1238-1",16,"adanaːru","adanaːru",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"59","aluk1238-1-17-1",NA,"aluk1238-1",17,"adunëːɭu","adunëːɭu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"60","aluk1238-1-18-1",NA,"aluk1238-1",18,"adunëʈʈu","adunëʈʈu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"61","aluk1238-1-19-1",NA,"aluk1238-1",19,"attombattu","attombattu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"62","aluk1238-1-20-1",NA,"aluk1238-1",20,"ippattu","ippattu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"63","aluk1238-1-21-1",NA,"aluk1238-1",21,"ippattu ondu","ippattu ondu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"64","aluk1238-1-22-1",NA,"aluk1238-1",22,"ippattu raːɖu","ippattu raːɖu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"65","aluk1238-1-23-1",NA,"aluk1238-1",23,"ippattu muːru","ippattu muːru",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"66","aluk1238-1-24-1",NA,"aluk1238-1",24,"ippattu naːku","ippattu naːku",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"67","aluk1238-1-25-1",NA,"aluk1238-1",25,"ippattu ayidu","ippattu ayidu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"68","aluk1238-1-26-1",NA,"aluk1238-1",26,"ippattu aːru","ippattu aːru",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"69","aluk1238-1-27-1",NA,"aluk1238-1",27,"ippattu ëːɭu","ippattu ëːɭu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"70","aluk1238-1-28-1",NA,"aluk1238-1",28,"ippattu ëʈʈu","ippattu ëʈʈu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"71","aluk1238-1-29-1",NA,"aluk1238-1",29,"ippattu ombattu","ippattu ombattu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"72","aluk1238-1-30-1",NA,"aluk1238-1",30,"moaⁿttu","moaⁿttu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"73","aluk1238-1-40-1",NA,"aluk1238-1",40,"naluvattu","naluvattu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"74","aluk1238-1-50-1",NA,"aluk1238-1",50,"ayivattu","ayivattu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"75","aluk1238-1-60-1",NA,"aluk1238-1",60,"aruvattu","aruvattu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"76","aluk1238-1-70-1",NA,"aluk1238-1",70,"ëɭuvattu","ëɭuvattu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"77","aluk1238-1-80-1",NA,"aluk1238-1",80,"embattu","embattu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"78","aluk1238-1-90-1",NA,"aluk1238-1",90,"toɳɳuːru","toɳɳuːru",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"79","aluk1238-1-100-1",NA,"aluk1238-1",100,"nuːru","nuːru",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"80","aluk1238-1-200-1",NA,"aluk1238-1",200,"innuːru","innuːru",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"81","aluk1238-1-1000-1",NA,"aluk1238-1",1000,"caːvira","caːvira",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"82","aluk1238-1-2000-1",NA,"aluk1238-1",2000,"raːɖu caːvira","raːɖu caːvira",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"83","aran1261-1-1-1",NA,"aran1261-1",1,"on̪n̪ə","on̪n̪ə",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"84","aran1261-1-2-1",NA,"aran1261-1",2,"raɳɖə","raɳɖə",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"85","aran1261-1-3-1",NA,"aran1261-1",3,"muːn̪n̪ə","muːn̪n̪ə",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"86","aran1261-1-4-1",NA,"aran1261-1",4,"n̪aːlə","n̪aːlə",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"87","aran1261-1-5-1",NA,"aran1261-1",5,"aɲt͡ʃə","aɲt͡ʃə",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"88","aran1261-1-6-1",NA,"aran1261-1",6,"aːɽə","aːɽə",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"89","aran1261-1-7-1",NA,"aran1261-1",7,"eːd͡ʒə","eːd͡ʒə",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"90","aran1261-1-8-1",NA,"aran1261-1",8,"eʈʈə","eʈʈə",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"91","aran1261-1-9-1",NA,"aran1261-1",9,"ompat̪ə","ompat̪ə",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"92","aran1261-1-10-1",NA,"aran1261-1",10,"pat̪t̪ə","pat̪t̪ə",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"93","aran1261-1-11-1",NA,"aran1261-1",11,"pat̪inon̪n̪ə","pat̪inon̪n̪ə",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"94","aran1261-1-12-1",NA,"aran1261-1",12,"pat̪r̪aaɳɖə","pat̪r̪aaɳɖə",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"95","aran1261-1-13-1",NA,"aran1261-1",13,"pat̪imuːn̪n̪ə","pat̪imuːn̪n̪ə",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"96","aran1261-1-14-1",NA,"aran1261-1",14,"pat̪in̪aːlə","pat̪in̪aːlə",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"97","aran1261-1-15-1",NA,"aran1261-1",15,"pat̪inaɲd͡ʒə","pat̪inaɲd͡ʒə",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"98","aran1261-1-16-1",NA,"aran1261-1",16,"pat̪inaːɽə","pat̪inaːɽə",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"99","aran1261-1-17-1",NA,"aran1261-1",17,"pat̪ineːd͡ʒə","pat̪ineːd͡ʒə",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"100","aran1261-1-18-1",NA,"aran1261-1",18,"pat̪ineʈʈə","pat̪ineʈʈə",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"101","aran1261-1-19-1",NA,"aran1261-1",19,"pat̪t̪ompat̪ə","pat̪t̪ompat̪ə",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"102","aran1261-1-20-1",NA,"aran1261-1",20,"irupat̪ə","irupat̪ə",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"103","aran1261-1-21-1",NA,"aran1261-1",21,"irupat̪t̪on̪n̪ə","irupat̪t̪on̪n̪ə",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"104","aran1261-1-22-1",NA,"aran1261-1",22,"irupat̪t̪raɳʈə","irupat̪t̪raɳʈə",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"105","aran1261-1-23-1",NA,"aran1261-1",23,"irupamuːn̪n̪ə","irupamuːn̪n̪ə",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"106","aran1261-1-24-1",NA,"aran1261-1",24,"irupat̪n̪aːlə","irupat̪n̪aːlə",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"107","aran1261-1-25-1",NA,"aran1261-1",25,"irupat̪t̪aɲd͡ʒə","irupat̪t̪aɲd͡ʒə",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"108","aran1261-1-26-1",NA,"aran1261-1",26,"irupat̪t̪aːɽə","irupat̪t̪aːɽə",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"109","aran1261-1-27-1",NA,"aran1261-1",27,"irupat̪t̪eːd͡ʒə","irupat̪t̪eːd͡ʒə",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"110","aran1261-1-28-1",NA,"aran1261-1",28,"irupat̪t̪eʈʈə","irupat̪t̪eʈʈə",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"111","aran1261-1-29-1",NA,"aran1261-1",29,"irupat̪t̪ompat̪ə","irupat̪t̪ompat̪ə",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"112","aran1261-1-30-1",NA,"aran1261-1",30,"muppat̪ə","muppat̪ə",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"113","aran1261-1-31-1",NA,"aran1261-1",31,"muppat̪t̪on̪n̪ə","muppat̪t̪on̪n̪ə",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"114","aran1261-1-40-1",NA,"aran1261-1",40,"naːppat̪ə","naːppat̪ə",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"115","aran1261-1-50-1",NA,"aran1261-1",50,"aimpat̪ə","aimpat̪ə",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"116","aran1261-1-60-1",NA,"aran1261-1",60,"aɽupart̪ə","aɽupart̪ə",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"117","aran1261-1-70-1",NA,"aran1261-1",70,"ad͡ʒəpat̪ə","ad͡ʒəpat̪ə",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"118","aran1261-1-80-1",NA,"aran1261-1",80,"empat̪ə","empat̪ə",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"119","aran1261-1-90-1",NA,"aran1261-1",90,"t̪oɳɳuːɽə","t̪oɳɳuːɽə",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"120","aran1261-1-100-1",NA,"aran1261-1",100,"n̪uːɽə","n̪uːɽə",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"121","aran1261-1-200-1",NA,"aran1261-1",200,"irun̪n̪uːɽə","irun̪n̪uːɽə",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"122","aran1261-1-400-1",NA,"aran1261-1",400,"n̪aːnuːɽə","n̪aːnuːɽə",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"123","aran1261-1-800-1",NA,"aran1261-1",800,"eɳɳuːɽə","eɳɳuːɽə",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"124","aran1261-1-1000-1",NA,"aran1261-1",1000,"aːjiram","aːjiram",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"125","bada1257-1-1-1",NA,"bada1257-1",1,"ondu","ondu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"126","bada1257-1-2-1",NA,"bada1257-1",2,"eraɖu","eraɖu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"127","bada1257-1-2-2",NA,"bada1257-1",2,"ir-","ir-",NA,"(bound form)","chan2019",NA,"false",NA,NA,"false","",1
"128","bada1257-1-3-1",NA,"bada1257-1",3,"muːru","muːru",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"129","bada1257-1-4-1",NA,"bada1257-1",4,"naːku","naːku",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"130","bada1257-1-5-1",NA,"bada1257-1",5,"aydu","aydu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"131","bada1257-1-6-1",NA,"bada1257-1",6,"aːru","aːru",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"132","bada1257-1-7-1",NA,"bada1257-1",7,"eːyu","eːyu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"133","bada1257-1-7-2",NA,"bada1257-1",7,"i:yu","i:yu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"134","bada1257-1-8-1",NA,"bada1257-1",8,"eʈʈu","eʈʈu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"135","bada1257-1-9-1",NA,"bada1257-1",9,"ombatu","ombatu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"136","bada1257-1-10-1",NA,"bada1257-1",10,"hattu","hattu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"137","bada1257-1-11-1",NA,"bada1257-1",11,"hannondu","hannondu",NA,"( < han-ondu)","chan2019",NA,"false",NA,NA,"false","",1
"138","bada1257-1-12-1",NA,"bada1257-1",12,"hanneraɖu","hanneraɖu",NA,"(< han-eraɖu)","chan2019",NA,"false",NA,NA,"false","",1
"139","bada1257-1-13-1",NA,"bada1257-1",13,"hadimuːru","hadimuːru",NA,"( <hadin-muːru)","chan2019",NA,"false",NA,NA,"false","",1
"140","bada1257-1-14-1",NA,"bada1257-1",14,"hadanaːku","hadanaːku",NA,"(<hadin-naːku)","chan2019",NA,"false",NA,NA,"false","",1
"141","bada1257-1-15-1",NA,"bada1257-1",15,"hadanaydu","hadanaydu",NA,"(<hadin-aydu)","chan2019",NA,"false",NA,NA,"false","",1
"142","bada1257-1-16-1",NA,"bada1257-1",16,"hadinaːru","hadinaːru",NA,"( <hadin-aːru)","chan2019",NA,"false",NA,NA,"false","",1
"143","bada1257-1-17-1",NA,"bada1257-1",17,"hadiniːyu","hadiniːyu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"144","bada1257-1-18-1",NA,"bada1257-1",18,"hadineɳʈu","hadineɳʈu",NA,"(<hadin-eʈʈu)","chan2019",NA,"false",NA,NA,"false","",1
"145","bada1257-1-19-1",NA,"bada1257-1",19,"hattombatu","hattombatu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"146","bada1257-1-20-1",NA,"bada1257-1",20,"ippatu","ippatu",NA,"( < ir-patu )","chan2019",NA,"false",NA,NA,"false","",1
"147","bada1257-1-21-1",NA,"bada1257-1",21,"ippatu ondu","ippatu ondu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"148","bada1257-1-22-1",NA,"bada1257-1",22,"ippatu eraɖu","ippatu eraɖu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"149","bada1257-1-23-1",NA,"bada1257-1",23,"ippatu muːru","ippatu muːru",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"150","bada1257-1-24-1",NA,"bada1257-1",24,"ippatu naːku","ippatu naːku",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"151","bada1257-1-25-1",NA,"bada1257-1",25,"ippatu aydu","ippatu aydu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"152","bada1257-1-26-1",NA,"bada1257-1",26,"ippatu aːru","ippatu aːru",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"153","bada1257-1-27-1",NA,"bada1257-1",27,"ippatu eːyu","ippatu eːyu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"154","bada1257-1-27-2",NA,"bada1257-1",27,"iːyu","iːyu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"155","bada1257-1-28-1",NA,"bada1257-1",28,"ippatu eʈʈu","ippatu eʈʈu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"156","bada1257-1-29-1",NA,"bada1257-1",29,"ippatu ombatu","ippatu ombatu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"157","bada1257-1-30-1",NA,"bada1257-1",30,"muːvatu","muːvatu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"158","bada1257-1-40-1",NA,"bada1257-1",40,"nalavatu","nalavatu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"159","bada1257-1-50-1",NA,"bada1257-1",50,"ayvatu","ayvatu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"160","bada1257-1-60-1",NA,"bada1257-1",60,"aravatu","aravatu",NA,"( <aru-vatu)","chan2019",NA,"false",NA,NA,"false","",1
"161","bada1257-1-70-1",NA,"bada1257-1",70,"eyavatu","eyavatu",NA,"( < eyu-vatu)","chan2019",NA,"false",NA,NA,"false","",1
"162","bada1257-1-80-1",NA,"bada1257-1",80,"embatu","embatu",NA,"(<em-patu)","chan2019",NA,"false",NA,NA,"false","",1
"163","bada1257-1-90-1",NA,"bada1257-1",90,"tombatu","tombatu",NA,"(< tom-patu)","chan2019",NA,"false",NA,NA,"false","",1
"164","bada1257-1-100-1",NA,"bada1257-1",100,"nuːru","nuːru",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"165","bada1257-1-200-1",NA,"bada1257-1",200,"innuːru","innuːru",NA,"( <ir-nuːru)","chan2019",NA,"false",NA,NA,"false","",1
"166","bada1257-1-1000-1",NA,"bada1257-1",1000,"saːvira","saːvira",NA,"< Sanskrit sahasra","chan2019",NA,"true",NA,NA,"false","",1
"167","bett1235-1-1-1",NA,"bett1235-1",1,"oɳɖə","oɳɖə",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"168","bett1235-1-2-1",NA,"bett1235-1",2,"əɖɖu","əɖɖu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"169","bett1235-1-3-1",NA,"bett1235-1",3,"muːru","muːru",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"170","bett1235-1-4-1",NA,"bett1235-1",4,"naːkku","naːkku",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"171","bett1235-1-5-1",NA,"bett1235-1",5,"ajd̪u","ajd̪u",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"172","bett1235-1-6-1",NA,"bett1235-1",6,"aːru","aːru",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"173","bett1235-1-7-1",NA,"bett1235-1",7,"əːɭu","əːɭu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"174","bett1235-1-8-1",NA,"bett1235-1",8,"əʈʈu","əʈʈu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"175","bett1235-1-9-1",NA,"bett1235-1",9,"enbad̪u","enbad̪u",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"176","bett1235-1-10-1",NA,"bett1235-1",10,"pat̪t̪u","pat̪t̪u",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"177","bett1235-1-11-1",NA,"bett1235-1",11,"paːnoɖɖə","paːnoɖɖə",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"178","bett1235-1-12-1",NA,"bett1235-1",12,"panəɖɖu","panəɖɖu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"179","bett1235-1-13-1",NA,"bett1235-1",13,"pad̪imuːru","pad̪imuːru",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"180","bett1235-1-14-1",NA,"bett1235-1",14,"paːnaːkku","paːnaːkku",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"181","bett1235-1-15-1",NA,"bett1235-1",15,"paːnid̪u","paːnid̪u",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"182","bett1235-1-16-1",NA,"bett1235-1",16,"paːnaːru","paːnaːru",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"183","bett1235-1-17-1",NA,"bett1235-1",17,"paːnəːɭu","paːnəːɭu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"184","bett1235-1-18-1",NA,"bett1235-1",18,"paːneʈʈu","paːneʈʈu",NA,"","chan2019",NA,"false",NA,NA,"false","",1
